datetime,timestamp_desc,source,source_long,message,parser,display_name,tag
2023-12-26 00:45:24.782288+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\google-trackwhite-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\google-trackwhite-digest256.vlpset,-
2023-12-26 00:45:24.798605+00:00,Metadata Modification Time,FILE,NTFS USN change,base-fingerprinting-track-digest256.sbstore File reference: 245079-2 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.798605+00:00,Metadata Modification Time,FILE,NTFS USN change,base-fingerprinting-track-digest256.sbstore File reference: 245079-2 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.798605+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.sbstore,-
2023-12-26 00:45:24.814852+00:00,Metadata Modification Time,FILE,NTFS USN change,base-fingerprinting-track-digest256.sbstore File reference: 245079-2 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.814852+00:00,Metadata Modification Time,FILE,NTFS USN change,base-fingerprinting-track-digest256.vlpset File reference: 245081-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.814852+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.sbstore,-
2023-12-26 00:45:24.831000+00:00,Last Visited Time,WEBHIST,Firefox History,https://www.google.com/?gws_rd=ssl (Google) [count: 1] Host: www.google.com visited from: http://www.google.com/ (www.google.com) (URL not typed directly) Transition: REDIRECT_TEMPORARY,sqlite/firefox_history,NTFS:\Users\User\AppData\Roaming\Mozilla\Firefox\Profiles\my7atezl.default-release\places.sqlite,-
2023-12-26 00:45:24.831000+00:00,Last Visited Time,WEBHIST,Firefox History,https://www.google.com/?gws_rd=ssl (Google) [count: 1] Host: www.google.com visited from: http://www.google.com/ (www.google.com) (URL not typed directly) Transition: REDIRECT_TEMPORARY,sqlite/firefox_history,NTFS:\Users\User\AppData\Roaming\Mozilla\Firefox\Profiles\my7atezl.default-release\places.sqlite-wal,-
2023-12-26 00:45:24.831414+00:00,Metadata Modification Time,FILE,NTFS USN change,base-fingerprinting-track-digest256.vlpset File reference: 245081-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.831414+00:00,Metadata Modification Time,FILE,NTFS USN change,base-fingerprinting-track-digest256.vlpset File reference: 245081-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.831414+00:00,Metadata Modification Time,FILE,NTFS USN change,base-fingerprinting-track-digest256.vlpset File reference: 245081-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.831414+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.vlpset,-
2023-12-26 00:45:24.831414+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-fingerprinting-track-digest256.vlpset,-
2023-12-26 00:45:24.850609+00:00,Metadata Modification Time,FILE,NTFS USN change,base-cryptomining-track-digest256.sbstore File reference: 245082-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.850609+00:00,Metadata Modification Time,FILE,NTFS USN change,base-cryptomining-track-digest256.sbstore File reference: 245082-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.850609+00:00,Metadata Modification Time,FILE,NTFS USN change,base-cryptomining-track-digest256.sbstore File reference: 245082-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.850609+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.sbstore,-
2023-12-26 00:45:24.850609+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.sbstore,-
2023-12-26 00:45:24.867198+00:00,Metadata Modification Time,FILE,NTFS USN change,base-cryptomining-track-digest256.vlpset File reference: 245083-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.867198+00:00,Metadata Modification Time,FILE,NTFS USN change,base-cryptomining-track-digest256.vlpset File reference: 245083-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.867198+00:00,Metadata Modification Time,FILE,NTFS USN change,base-cryptomining-track-digest256.vlpset File reference: 245083-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.867198+00:00,Metadata Modification Time,FILE,NTFS USN change,base-cryptomining-track-digest256.vlpset File reference: 245083-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.867198+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-facebook-digest256.sbstore File reference: 245084-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.867198+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.vlpset,-
2023-12-26 00:45:24.867198+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\base-cryptomining-track-digest256.vlpset,-
2023-12-26 00:45:24.882780+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-facebook-digest256.sbstore File reference: 245084-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.882780+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.sbstore,-
2023-12-26 00:45:24.899397+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-facebook-digest256.sbstore File reference: 245084-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.899397+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-facebook-digest256.vlpset File reference: 245085-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.899397+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-facebook-digest256.vlpset File reference: 245085-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.899397+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-facebook-digest256.vlpset File reference: 245085-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.899397+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.sbstore,-
2023-12-26 00:45:24.899397+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.vlpset,-
2023-12-26 00:45:24.915883+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-facebook-digest256.vlpset File reference: 245085-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.915883+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-linkedin-digest256.sbstore File reference: 245086-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.915883+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-linkedin-digest256.sbstore File reference: 245086-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.915883+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-facebook-digest256.vlpset,-
2023-12-26 00:45:24.915883+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.sbstore,-
2023-12-26 00:45:24.931207+00:00,Metadata Modification Time,FILE,NTFS USN change,newtab File reference: 245030-2 Parent file reference: 245036-1 Update source:  Update reason: USN_REASON_DATA_EXTEND,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.931207+00:00,Metadata Modification Time,FILE,NTFS USN change,newtab File reference: 245030-2 Parent file reference: 245036-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.931207+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-linkedin-digest256.sbstore File reference: 245086-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.931207+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.sbstore Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.sbstore,-
2023-12-26 00:45:24.947071+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245088-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.947071+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245088-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.947071+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245088-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.964275+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245061-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.964275+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245088-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.964275+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245088-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.964275+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245088-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_OLD_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.964275+00:00,Metadata Modification Time,FILE,NTFS USN change,newtab File reference: 245030-2 Parent file reference: 245036-1 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.994523+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245030-3 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.994523+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245030-3 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.994523+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245088-1 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.994523+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-3 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.994523+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-3 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.994523+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-3 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:24.994523+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-3 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_OLD_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,1e168b49-427f-4dfe-9ceb-13a7a2f6d96d File reference: 245061-3 Parent file reference: 245040-17 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,1e168b49-427f-4dfe-9ceb-13a7a2f6d96d File reference: 245061-3 Parent file reference: 245040-17 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,1e168b49-427f-4dfe-9ceb-13a7a2f6d96d File reference: 245061-3 Parent file reference: 245041-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,1e168b49-427f-4dfe-9ceb-13a7a2f6d96d File reference: 245061-3 Parent file reference: 245041-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,1e168b49-427f-4dfe-9ceb-13a7a2f6d96d File reference: 245061-3 Parent file reference: 245041-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,1e168b49-427f-4dfe-9ceb-13a7a2f6d96d File reference: 245061-3 Parent file reference: 245041-1 Update source:  Update reason: USN_REASON_RENAME_OLD_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245030-3 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245030-4 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245030-4 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245061-2 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245061-2 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.bin File reference: 245061-2 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-4 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-4 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-4 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245030-4 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_OLD_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245061-2 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245061-2 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245061-2 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.617320+00:00,Metadata Modification Time,FILE,NTFS USN change,data.safe.tmp File reference: 245061-2 Parent file reference: 245037-1 Update source:  Update reason: USN_REASON_RENAME_OLD_NAME,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.389422+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-linkedin-digest256.vlpset File reference: 245087-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.389422+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-linkedin-digest256.vlpset File reference: 245087-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.389422+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-linkedin-digest256.vlpset File reference: 245087-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.389422+00:00,Content Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.vlpset,-
2023-12-26 00:45:25.545399+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-linkedin-digest256.vlpset File reference: 245087-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_OVERWRITE  USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.545399+00:00,Metadata Modification Time,FILE,File stat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.vlpset Type: file,filestat,NTFS:\Users\User\AppData\Local\Mozilla\Firefox\Profiles\my7atezl.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.vlpset,-
2023-12-26 00:45:25.694347+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-twitter-digest256.sbstore File reference: 245089-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
2023-12-26 00:45:25.694347+00:00,Metadata Modification Time,FILE,NTFS USN change,social-tracking-protection-twitter-digest256.sbstore File reference: 245089-1 Parent file reference: 245063-1 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,NTFS:\$Extend\$UsnJrnl:$J,-
